"ASSET","BANKS","DEP","EQNM","ID","NETINC","STNAME","YEAR"
45777447,371,38462520,3198584,"CB_1985_IN",364701,"Indiana","1985"
23808660,624,20658407,1903644,"CB_1985_KS",152365,"Kansas","1985"
30085487,333,24191581,2363187,"CB_1985_KY",306956,"Kentucky","1985"
36796292,302,31343269,2857968,"CB_1985_LA",134563,"Louisiana","1985"
69105159,116,53404226,3662541,"CB_1985_MA",543353,"Massachusetts","1985"
33316713,90,25609655,2256774,"CB_1985_MD",259471,"Maryland","1985"
5194297,25,4368460,354271,"CB_1985_ME",59042,"Maine","1985"
0,0,0,0,"CB_1985_MH",0,"Marshall Islands","1985"
72811761,361,60133516,4544999,"CB_1985_MI",584618,"Michigan","1985"
51942388,735,39235024,3296957,"CB_1985_MN",365028,"Minnesota","1985"
49046751,673,40244556,3521263,"CB_1985_MO",373658,"Missouri","1985"
0,0,0,0,"CB_1985_MP",0,"Northern Mariana Islands","1985"
17065073,146,14393475,1234171,"CB_1985_MS",166162,"Mississippi","1985"
7186194,169,6139465,529815,"CB_1985_MT",29331,"Montana","1985"
48669488,63,34745756,2847945,"CB_1985_NC",479115,"North Carolina","1985"
6854969,177,6004582,553983,"CB_1985_ND",52163,"North Dakota","1985"
16196690,453,13754665,1278187,"CB_1985_NE",56357,"Nebraska","1985"
6516539,61,5672817,437036,"CB_1985_NH",67918,"New Hampshire","1985"
59599470,126,50306969,3592182,"CB_1985_NJ",561341,"New Jersey","1985"
9374658,96,8091410,667674,"CB_1985_NM",56254,"New Mexico","1985"
7567730,17,4828605,718303,"CB_1985_NV",79247,"Nevada","1985"
619632737,191,434714892,32946796,"CB_1985_NY",4020382,"New York","1985"
81763276,320,64062809,5682225,"CB_1985_OH",782359,"Ohio","1985"
31966137,535,27453758,2279726,"CB_1985_OK",-34881,"Oklahoma","1985"
17683826,67,13160466,1097286,"CB_1985_OR",126496,"Oregon","1985"
10781567,15,8915846,685167,"CB_1985_OT",102677,"Other Areas","1985"
134106615,312,98954000,8018530,"CB_1985_PA",1189586,"Pennsylvania","1985"
10528475,13,8694612,668405,"CB_1985_PR",99060,"Puerto Rico","1985"
0,0,0,0,"CB_1985_PW",0,"Palau","1985"
10155191,16,7497208,592169,"CB_1985_RI",48847,"Rhode Island","1985"
14722685,74,11708144,969087,"CB_1985_SC",127089,"South Carolina","1985"
16072617,137,8124068,1301828,"CB_1985_SD",189269,"South Dakota","1985"
35961670,289,29533148,2470890,"CB_1985_TN",322849,"Tennessee","1985"
209028452,1936,168296420,13730340,"CB_1985_TX",1025933,"Texas","1985"
2719890660,14402,2109172009,168432646,"CB_1985_US",17874338,"United States","1985"
2730672227,14417,2118087855,169117813,"CB_1985_USA",17977015,"United States & Other Areas","1985"
10232397,59,8367518,697319,"CB_1985_UT",65527,"Utah","1985"
43704786,167,35041149,2757956,"CB_1985_VA",434796,"Virginia","1985"
0,0,0,0,"CB_1985_VI",0,"Virgin Islands Of The U.S.","1985"
4000670,25,3606845,272747,"CB_1985_VT",38550,"Vermont","1985"
31445106,99,25103725,1838221,"CB_1985_WA",223469,"Washington","1985"
37687271,574,31634521,2756413,"CB_1985_WI",315924,"Wisconsin","1985"
13935228,218,11936300,1233115,"CB_1985_WV",147259,"West Virginia","1985"
4543743,115,4050665,372302,"CB_1985_WY",4676,"Wyoming","1985"
4436427,15,3581929,431302,"CB_1984_AK",68988,"Alaska","1984"
24660824,269,19802215,1942708,"CB_1984_AL",252252,"Alabama","1984"
16389327,258,14082871,1269776,"CB_1984_AR",120259,"Arkansas","1984"
17577,1,15211,2009,"CB_1984_AS",361,"American Samoa","1984"
21474757,46,18446222,1191373,"CB_1984_AZ",161572,"Arizona","1984"
279210958,453,231278920,14203009,"CB_1984_CA",720221,"California","1984"
24247861,447,19889790,1798220,"CB_1984_CO",170371,"Colorado","1984"
22060898,50,17848249,1243718,"CB_1984_CT",190860,"Connecticut","1984"
13902983,19,11297826,728949,"CB_1984_DC",63771,"District Of Columbia","1984"
19064400,32,9764828,1542460,"CB_1984_DE",229777,"Delaware","1984"
77157674,430,65846997,4886586,"CB_1984_FL",626150,"Florida","1984"
0,0,0,0,"CB_1984_FM",0,"Federated States of Micronesia","1984"
39960874,384,31422837,2600314,"CB_1984_GA",417907,"Georgia","1984"
170535,1,144328,12664,"CB_1984_GU",3027,"Guam","1984"
8820285,21,7583813,575984,"CB_1984_HI",66901,"Hawaii","1984"
27962537,632,24068376,2273907,"CB_1984_IA",151061,"Iowa","1984"
6823220,25,5751602,427690,"CB_1984_ID",47735,"Idaho","1984"
159010226,1241,120304803,10099305,"CB_1984_IL",-177620,"Illinois","1984"
42538312,378,35540275,2961592,"CB_1984_IN",308527,"Indiana","1984"
22624000,628,19670273,1818487,"CB_1984_KS",151848,"Kansas","1984"
27744306,336,22655930,2172299,"CB_1984_KY",265124,"Kentucky","1984"
35260496,302,29901652,2832294,"CB_1984_LA",257837,"Louisiana","1984"
58076156,125,45052100,3052876,"CB_1984_MA",438328,"Massachusetts","1984"
27981856,88,21362142,1820339,"CB_1984_MD",214467,"Maryland","1984"
4588011,26,3910880,311512,"CB_1984_ME",44432,"Maine","1984"
0,0,0,0,"CB_1984_MH",0,"Marshall Islands","1984"
67768517,365,56031451,4221745,"CB_1984_MI",531257,"Michigan","1984"
48874943,738,37262585,3063426,"CB_1984_MN",331407,"Minnesota","1984"
45941735,713,38011257,3298335,"CB_1984_MO",345097,"Missouri","1984"
0,0,0,0,"CB_1984_MP",0,"Northern Mariana Islands","1984"
15689147,153,13396371,1145778,"CB_1984_MS",134826,"Mississippi","1984"
7138867,167,6095593,535891,"CB_1984_MT",64189,"Montana","1984"
41125571,63,31226156,2413269,"CB_1984_NC",397465,"North Carolina","1984"
6624649,177,5732694,533710,"CB_1984_ND",52842,"North Dakota","1984"
15599544,473,13279558,1285135,"CB_1984_NE",113056,"Nebraska","1984"
5440059,62,4681276,367422,"CB_1984_NH",52539,"New Hampshire","1984"
52331863,125,44702191,3157166,"CB_1984_NJ",479006,"New Jersey","1984"
8940158,95,7737313,639097,"CB_1984_NM",51918,"New Mexico","1984"
5513759,16,4440303,415845,"CB_1984_NV",47291,"Nevada","1984"
571338598,194,401729678,29983967,"CB_1984_NY",3252534,"New York","1984"
72335873,320,56824787,5047608,"CB_1984_OH",702015,"Ohio","1984"
32168552,539,27523773,2330018,"CB_1984_OK",99743,"Oklahoma","1984"
16613550,72,12975373,1006958,"CB_1984_OR",109323,"Oregon","1984"
9485196,13,7674786,600329,"CB_1984_OT",80406,"Other Areas","1984"
122882017,326,93648255,7248949,"CB_1984_PA",866162,"Pennsylvania","1984"
9297084,11,7515247,585656,"CB_1984_PR",77018,"Puerto Rico","1984"
0,0,0,0,"CB_1984_PW",0,"Palau","1984"
7916528,13,5753975,473738,"CB_1984_RI",66825,"Rhode Island","1984"
13047505,73,10514995,871278,"CB_1984_SC",118980,"South Carolina","1984"
13273184,141,8629215,1079096,"CB_1984_SD",198053,"South Dakota","1984"
32741131,296,27422025,2202545,"CB_1984_TN",252967,"Tennessee","1984"
197881686,1854,158718637,12864791,"CB_1984_TX",1269388,"Texas","1984"
2499385601,14483,1955260099,153502956,"CB_1984_US",15421405,"United States","1984"
2508870797,14496,1962934885,154103285,"CB_1984_USA",15501811,"United States & Other Areas","1984"
9865937,60,7753515,630774,"CB_1984_UT",57199,"Utah","1984"
37933880,176,30668710,2456069,"CB_1984_VA",367218,"Virginia","1984"
0,0,0,0,"CB_1984_VI",0,"Virgin Islands Of The U.S.","1984"
3627577,27,3260379,247544,"CB_1984_VT",32053,"Vermont","1984"
29024787,102,23088986,1671057,"CB_1984_WA",205285,"Washington","1984"
35863721,594,29801020,2586676,"CB_1984_WI",286543,"Wisconsin","1984"
13351624,227,11279989,1161074,"CB_1984_WV",122787,"West Virginia","1984"
4534251,117,4005509,379295,"CB_1984_WY",22669,"Wyoming","1984"
3949300,14,3166300,0,"CB_1983_AK",59823,"Alaska","1983"
22252300,273,17835100,0,"CB_1983_AL",227923,"Alabama","1983"
15051700,259,12694700,0,"CB_1983_AR",127164,"Arkansas","1983"
14100,1,12200,0,"CB_1983_AS",281,"American Samoa","1983"
18997800,38,15857400,0,"CB_1983_AZ",133221,"Arizona","1983"
276101500,407,225827800,0,"CB_1983_CA",916969,"California","1983"
22254300,401,18226700,0,"CB_1983_CO",172175,"Colorado","1983"
19288100,51,15694000,0,"CB_1983_CT",158653,"Connecticut","1983"
12537400,19,10090300,0,"CB_1983_DC",81721,"District Of Columbia","1983"
13249400,29,7839700,0,"CB_1983_DE",129353,"Delaware","1983"
69501400,460,58310000,0,"CB_1983_FL",579611,"Florida","1983"
0,0,152000,0,"CB_1983_FM",0,"Federated States of Micronesia","1983"
34550700,393,26315500,0,"CB_1983_GA",347805,"Georgia","1983"
159900,1,139500,0,"CB_1983_GU",2775,"Guam","1983"
7686100,14,6715800,0,"CB_1983_HI",62954,"Hawaii","1983"
26923700,637,23136500,0,"CB_1983_IA",234488,"Iowa","1983"
6437900,26,5216000,0,"CB_1983_ID",51450,"Idaho","1983"
163946000,1247,131493400,0,"CB_1983_IL",942726,"Illinois","1983"
39818000,390,33290700,0,"CB_1983_IN",253739,"Indiana","1983"
21045200,623,18035400,0,"CB_1983_KS",196172,"Kansas","1983"
25633800,336,20887100,0,"CB_1983_KY",219166,"Kentucky","1983"
33020700,286,27966000,0,"CB_1983_LA",316615,"Louisiana","1983"
51494000,127,38482100,0,"CB_1983_MA",360537,"Massachusetts","1983"
22539900,89,17834100,0,"CB_1983_MD",168851,"Maryland","1983"
4205700,31,3548900,0,"CB_1983_ME",44143,"Maine","1983"
63957500,371,52466900,0,"CB_1983_MI",393896,"Michigan","1983"
44394700,751,33946100,0,"CB_1983_MN",335078,"Minnesota","1983"
43281400,733,34958000,0,"CB_1983_MO",348304,"Missouri","1983"
14675300,161,12485900,0,"CB_1983_MS",114531,"Mississippi","1983"
6881000,166,5713200,0,"CB_1983_MT",64788,"Montana","1983"
36658500,70,28242800,0,"CB_1983_NC",331296,"North Carolina","1983"
6355700,177,5511700,0,"CB_1983_ND",51800,"North Dakota","1983"
14651200,474,12344000,0,"CB_1983_NE",142063,"Nebraska","1983"
4760600,65,4130500,0,"CB_1983_NH",43137,"New Hampshire","1983"
47003000,136,39975300,0,"CB_1983_NJ",394390,"New Jersey","1983"
8432200,93,7253000,0,"CB_1983_NM",74196,"New Mexico","1983"
4999400,14,4080400,0,"CB_1983_NV",42475,"Nevada","1983"
534058200,200,381613500,0,"CB_1983_NY",3158920,"New York","1983"
67208800,343,52970100,0,"CB_1983_OH",518440,"Ohio","1983"
30671900,525,26073100,0,"CB_1983_OK",153742,"Oklahoma","1983"
15612300,80,12410600,0,"CB_1983_OR",79502,"Oregon","1983"
8812300,15,7193100,0,"CB_1983_OT",67784,"Other Areas","1983"
113332800,332,86259400,0,"CB_1983_PA",763707,"Pennsylvania","1983"
8638300,13,6889400,0,"CB_1983_PR",64728,"Puerto Rico","1983"
9523900,15,7270300,0,"CB_1983_RI",57761,"Rhode Island","1983"
11520100,72,9381700,0,"CB_1983_SC",159307,"South Carolina","1983"
10433900,145,7886300,0,"CB_1983_SD",175690,"South Dakota","1983"
30188000,332,25070400,0,"CB_1983_TN",183096,"Tennessee","1983"
181908100,1727,145751300,0,"CB_1983_TX",947165,"Texas","1983"
2333289200,14454,1835461700,0,"CB_1983_US",14862878,"United States","1983"
2342101000,14469,1842503000,0,"CB_1983_USA",14931000,"United States & Other Areas","1983"
8912000,61,7257100,0,"CB_1983_UT",65394,"Utah","1983"
33901500,189,27687000,0,"CB_1983_VA",325906,"Virginia","1983"
0,0,0,0,"CB_1983_VI",0,"Virgin Islands Of The U.S.","1983"
3247300,27,2919800,0,"CB_1983_VT",28995,"Vermont","1983"
26260300,100,21524400,0,"CB_1983_WA",-332487,"Washington","1983"
33073100,603,27368200,0,"CB_1983_WI",296507,"Wisconsin","1983"
12603700,231,10657800,0,"CB_1983_WV",122309,"West Virginia","1983"
4297900,111,3789400,0,"CB_1983_WY",37711,"Wyoming","1983"
3374212,14,2670316,0,"CB_1982_AK",47093,"Alaska","1982"
20426994,294,16632487,0,"CB_1982_AL",201111,"Alabama","1982"
13618918,260,11317381,0,"CB_1982_AR",116637,"Arkansas","1982"
8864,1,7226,0,"CB_1982_AS",149,"American Samoa","1982"
16656730,30,13436651,0,"CB_1982_AZ",127819,"Arizona","1982"
275445870,361,218788197,0,"CB_1982_CA",1047868,"California","1982"
20285958,374,16418893,0,"CB_1982_CO",167068,"Colorado","1982"
15551358,54,12576019,0,"CB_1982_CT",97374,"Connecticut","1982"
10577145,17,8553348,0,"CB_1982_DC",72453,"District Of Columbia","1982"
7759100,27,5285234,0,"CB_1982_DE",64495,"Delaware","1982"
59844536,476,49622635,0,"CB_1982_FL",525053,"Florida","1982"
0,0,110000,0,"CB_1982_FM",0,"Federated States of Micronesia","1982"
30363487,416,23430085,0,"CB_1982_GA",308866,"Georgia","1982"
113356,1,103085,0,"CB_1982_GU",1962,"Guam","1982"
6701778,10,6020395,0,"CB_1982_HI",53997,"Hawaii","1982"
25487770,643,21523483,0,"CB_1982_IA",234640,"Iowa","1982"
5883914,27,4815315,0,"CB_1982_ID",44509,"Idaho","1982"
158088476,1250,124167793,0,"CB_1982_IL",823370,"Illinois","1982"
36529039,400,30101716,0,"CB_1982_IN",201262,"Indiana","1982"
19619042,620,16549408,0,"CB_1982_KS",210692,"Kansas","1982"
23576427,342,18998113,0,"CB_1982_KY",233427,"Kentucky","1982"
30894211,278,25921205,0,"CB_1982_LA",358748,"Louisiana","1982"
44687527,136,33053804,0,"CB_1982_MA",325736,"Massachusetts","1982"
20178836,91,15667414,0,"CB_1982_MD",166454,"Maryland","1982"
3890203,35,3215429,0,"CB_1982_ME",33516,"Maine","1982"
58949362,374,48203827,0,"CB_1982_MI",304828,"Michigan","1982"
38820513,759,30028186,0,"CB_1982_MN",305944,"Minnesota","1982"
41482574,732,31946794,0,"CB_1982_MO",352566,"Missouri","1982"
13694683,167,11571322,0,"CB_1982_MS",111566,"Mississippi","1982"
6207417,166,5291468,0,"CB_1982_MT",63190,"Montana","1982"
32452218,69,24446212,0,"CB_1982_NC",251138,"North Carolina","1982"
5783955,176,5039724,0,"CB_1982_ND",54901,"North Dakota","1982"
13965090,461,11428617,0,"CB_1982_NE",160406,"Nebraska","1982"
3985617,71,3459228,0,"CB_1982_NH",32555,"New Hampshire","1982"
42228333,148,35045297,0,"CB_1982_NJ",324358,"New Jersey","1982"
7766268,92,6629115,0,"CB_1982_NM",72730,"New Mexico","1982"
4584294,13,3933287,0,"CB_1982_NV",39928,"Nevada","1982"
520011426,205,368847281,0,"CB_1982_NY",2918928,"New York","1982"
63380522,355,48471886,0,"CB_1982_OH",462705,"Ohio","1982"
29636063,509,25158271,0,"CB_1982_OK",280480,"Oklahoma","1982"
14214830,88,11528217,0,"CB_1982_OR",69707,"Oregon","1982"
7586954,16,6206975,0,"CB_1982_OT",67164,"Other Areas","1982"
105811974,340,80203437,0,"CB_1982_PA",784072,"Pennsylvania","1982"
7464734,14,5986664,0,"CB_1982_PR",65053,"Puerto Rico","1982"
8415907,15,6559481,0,"CB_1982_RI",54026,"Rhode Island","1982"
10267079,78,8300729,0,"CB_1982_SC",97185,"South Carolina","1982"
8782850,152,6702850,0,"CB_1982_SD",94219,"South Dakota","1982"
28291691,346,23011847,0,"CB_1982_TN",203867,"Tennessee","1982"
163423845,1598,131092242,0,"CB_1982_TX",1625664,"Texas","1982"
2185752613,14435,1699591628,0,"CB_1982_US",14928715,"United States","1982"
2193339000,14451,1705689000,0,"CB_1982_USA",14996000,"United States & Other Areas","1982"
8230102,61,6767984,0,"CB_1982_UT",66953,"Utah","1982"
30212442,202,24716623,0,"CB_1982_VA",263624,"Virginia","1982"
0,0,0,0,"CB_1982_VI",0,"Virgin Islands Of The U.S.","1982"
2869705,27,2547015,0,"CB_1982_VT",25133,"Vermont","1982"
26333958,100,21632485,0,"CB_1982_WA",13470,"Washington","1982"
30449781,624,24732023,0,"CB_1982_WI",273390,"Wisconsin","1982"
11950661,241,9943291,0,"CB_1982_WV",104359,"West Virginia","1982"
4107922,111,3587568,0,"CB_1982_WY",54635,"Wyoming","1982"
2460533,12,1924186,0,"CB_1981_AK",32069,"Alaska","1981"
18719337,308,15637110,0,"CB_1981_AL",190559,"Alabama","1981"
12313406,262,10317721,0,"CB_1981_AR",109114,"Arkansas","1981"
0,0,0,0,"CB_1981_AS",0,"American Samoa","1981"
14702969,26,12152935,0,"CB_1981_AZ",126679,"Arizona","1981"
262382704,312,208882040,0,"CB_1981_CA",1232141,"California","1981"
18281257,340,14659276,0,"CB_1981_CO",225512,"Colorado","1981"
14742836,57,11949054,0,"CB_1981_CT",126051,"Connecticut","1981"
9851866,17,7965836,0,"CB_1981_DC",72929,"District Of Columbia","1981"
4402514,19,3030800,0,"CB_1981_DE",33066,"Delaware","1981"
51837974,495,43174922,0,"CB_1981_FL",455043,"Florida","1981"
0,0,105000,0,"CB_1981_FM",0,"Federated States of Micronesia","1981"
25598005,426,20377151,0,"CB_1981_GA",306067,"Georgia","1981"
123110,1,104573,0,"CB_1981_GU",1619,"Guam","1981"
6178047,9,5433331,0,"CB_1981_HI",46750,"Hawaii","1981"
23789387,649,19819456,0,"CB_1981_IA",247984,"Iowa","1981"
5477396,27,4394446,0,"CB_1981_ID",40166,"Idaho","1981"
156570987,1252,119764393,0,"CB_1981_IL",897684,"Illinois","1981"
34513533,405,28292733,0,"CB_1981_IN",221115,"Indiana","1981"
18162026,618,15124408,0,"CB_1981_KS",201014,"Kansas","1981"
22060416,343,17761017,0,"CB_1981_KY",222948,"Kentucky","1981"
26401759,273,23829577,0,"CB_1981_LA",329594,"Louisiana","1981"
39908343,138,29917709,0,"CB_1981_MA",288617,"Massachusetts","1981"
18056510,94,14738427,0,"CB_1981_MD",158959,"Maryland","1981"
3675956,36,3000399,0,"CB_1981_ME",28279,"Maine","1981"
56504414,375,46095885,0,"CB_1981_MI",300645,"Michigan","1981"
34572130,759,27415220,0,"CB_1981_MN",282214,"Minnesota","1981"
38548331,728,29737803,0,"CB_1981_MO",337092,"Missouri","1981"
12770674,170,10806115,0,"CB_1981_MS",121921,"Mississippi","1981"
5732066,164,4923387,0,"CB_1981_MT",58410,"Montana","1981"
29131746,71,22051576,0,"CB_1981_NC",207574,"North Carolina","1981"
5225111,175,4575926,0,"CB_1981_ND",61192,"North Dakota","1981"
12899108,457,10486900,0,"CB_1981_NE",167515,"Nebraska","1981"
3616092,71,3112953,0,"CB_1981_NH",29652,"New Hampshire","1981"
38232839,161,31769487,0,"CB_1981_NJ",301476,"New Jersey","1981"
6800554,88,5764042,0,"CB_1981_NM",65153,"New Mexico","1981"
4055412,12,3439273,0,"CB_1981_NV",38142,"Nevada","1981"
482709088,212,353263668,0,"CB_1981_NY",2727920,"New York","1981"
59558212,379,45704108,0,"CB_1981_OH",507844,"Ohio","1981"
27768178,501,23580021,0,"CB_1981_OK",321108,"Oklahoma","1981"
13960763,84,11013425,0,"CB_1981_OR",86963,"Oregon","1981"
7193642,13,5812541,0,"CB_1981_OT",53699,"Other Areas","1981"
97613477,350,75343205,0,"CB_1981_PA",704659,"Pennsylvania","1981"
7070532,12,5602968,0,"CB_1981_PR",52080,"Puerto Rico","1981"
8003297,14,5819350,0,"CB_1981_RI",31311,"Rhode Island","1981"
8695401,83,7001711,0,"CB_1981_SC",95033,"South Carolina","1981"
7992948,153,6540045,0,"CB_1981_SD",55392,"South Dakota","1981"
26102961,351,21251192,0,"CB_1981_TN",193521,"Tennessee","1981"
143225222,1523,114818927,0,"CB_1981_TX",1577079,"Texas","1981"
2019787048,14401,1583074985,0,"CB_1981_US",14749395,"United States","1981"
2028982000,14414,1588782000,0,"CB_1981_USA",14803000,"United States & Other Areas","1981"
7552640,66,6239478,0,"CB_1981_UT",57994,"Utah","1981"
26737682,223,21859104,0,"CB_1981_VA",227624,"Virginia","1981"
0,0,0,0,"CB_1981_VI",0,"Virgin Islands Of The U.S.","1981"
2523010,27,2235543,0,"CB_1981_VT",21528,"Vermont","1981"
25710710,99,20321763,0,"CB_1981_WA",194895,"Washington","1981"
28414892,636,23195379,0,"CB_1981_WI",239076,"Wisconsin","1981"
11253160,243,9284068,0,"CB_1981_WV",89102,"West Virginia","1981"
3789169,108,3278504,0,"CB_1981_WY",55020,"Wyoming","1981"
2251132,12,1756668,0,"CB_1980_AK",17382,"Alaska","1980"
16859068,317,14089003,0,"CB_1980_AL",180678,"Alabama","1980"
11090401,260,9498056,0,"CB_1980_AR",106428,"Arkansas","1980"
0,0,0,0,"CB_1980_AS",0,"American Samoa","1980"
13354224,24,11375953,0,"CB_1980_AZ",122255,"Arizona","1980"
237970937,281,192609517,0,"CB_1980_CA",1405636,"California","1980"
16145282,323,13391456,0,"CB_1980_CO",196298,"Colorado","1980"
13949611,64,11559349,0,"CB_1980_CT",110155,"Connecticut","1980"
8648332,17,6976887,0,"CB_1980_DC",67690,"District Of Columbia","1980"
3685060,18,2903137,0,"CB_1980_DE",33266,"Delaware","1980"
48004524,556,40536933,0,"CB_1980_FL",487331,"Florida","1980"
0,0,90000,0,"CB_1980_FM",0,"Federated States of Micronesia","1980"
23266072,435,18893971,0,"CB_1980_GA",265173,"Georgia","1980"
103713,1,89601,0,"CB_1980_GU",1002,"Guam","1980"
5381153,9,4792209,0,"CB_1980_HI",48807,"Hawaii","1980"
21743647,651,18485115,0,"CB_1980_IA",242146,"Iowa","1980"
5106264,26,4262143,0,"CB_1980_ID",46536,"Idaho","1980"
141156629,1253,109217296,0,"CB_1980_IL",891563,"Illinois","1980"
32724529,405,27112587,0,"CB_1980_IN",287426,"Indiana","1980"
16597576,619,14077903,0,"CB_1980_KS",190328,"Kansas","1980"
19440035,344,16089088,0,"CB_1980_KY",219921,"Kentucky","1980"
24944905,269,21195307,0,"CB_1980_LA",272898,"Louisiana","1980"
36205462,138,27772327,0,"CB_1980_MA",240523,"Massachusetts","1980"
16546007,102,13772275,0,"CB_1980_MD",141283,"Maryland","1980"
3465087,41,2895397,0,"CB_1980_ME",30222,"Maine","1980"
53387546,375,43358564,0,"CB_1980_MI",374583,"Michigan","1980"
31789681,760,25462587,0,"CB_1980_MN",283107,"Minnesota","1980"
34873898,725,27386333,0,"CB_1980_MO",328228,"Missouri","1980"
11467350,177,9796941,0,"CB_1980_MS",120556,"Mississippi","1980"
5317193,163,4622429,0,"CB_1980_MT",60137,"Montana","1980"
25554563,79,20193143,0,"CB_1980_NC",205021,"North Carolina","1980"
4627908,175,4087793,0,"CB_1980_ND",55639,"North Dakota","1980"
10501765,457,9582504,0,"CB_1980_NE",158813,"Nebraska","1980"
3297954,75,2890175,0,"CB_1980_NH",28371,"New Hampshire","1980"
36125620,169,30340025,0,"CB_1980_NJ",257033,"New Jersey","1980"
6107253,89,5273095,0,"CB_1980_NM",58064,"New Mexico","1980"
3761251,9,3198921,0,"CB_1980_NV",46616,"Nevada","1980"
461595529,214,347656236,0,"CB_1980_NY",2448481,"New York","1980"
56268407,384,43715728,0,"CB_1980_OH",511842,"Ohio","1980"
22837414,495,19379413,0,"CB_1980_OK",265322,"Oklahoma","1980"
12957109,80,10573845,0,"CB_1980_OR",106775,"Oregon","1980"
6295884,13,5103654,0,"CB_1980_OT",59001,"Other Areas","1980"
89470656,355,71139293,0,"CB_1980_PA",552767,"Pennsylvania","1980"
6192171,12,4924053,0,"CB_1980_PR",57999,"Puerto Rico","1980"
6969260,14,5487088,0,"CB_1980_RI",44536,"Rhode Island","1980"
7635141,85,6324903,0,"CB_1980_SC",89230,"South Carolina","1980"
5084075,152,4535128,0,"CB_1980_SD",58169,"South Dakota","1980"
23803470,350,19874781,0,"CB_1980_TN",201705,"Tennessee","1980"
118879453,1467,97476491,0,"CB_1980_TX",1257685,"Texas","1980"
1848391900,14421,1476147062,0,"CB_1980_US",13950717,"United States","1980"
1855687000,14434,1481162000,0,"CB_1980_USA",14010000,"United States & Other Areas","1980"
6744147,76,5686520,0,"CB_1980_UT",64982,"Utah","1980"
24194370,229,20215738,0,"CB_1980_VA",206019,"Virginia","1980"
0,0,0,0,"CB_1980_VI",0,"Virgin Islands Of The U.S.","1980"
2401193,28,2166340,0,"CB_1980_VT",20746,"Vermont","1980"
23638016,101,18747499,0,"CB_1980_WA",177226,"Washington","1980"
26800718,635,22057821,0,"CB_1980_WI",228303,"Wisconsin","1980"
10315223,237,8620322,0,"CB_1980_WV",88984,"West Virginia","1980"
3449800,102,3034829,0,"CB_1980_WY",47832,"Wyoming","1980"
1980618,12,1564010,0,"CB_1979_AK",17921,"Alaska","1979"
15785086,317,13450183,0,"CB_1979_AL",165928,"Alabama","1979"
10256189,258,8756245,0,"CB_1979_AR",95132,"Arkansas","1979"
0,0,0,0,"CB_1979_AS",0,"American Samoa","1979"
12152594,22,10346618,0,"CB_1979_AZ",105121,"Arizona","1979"
219233015,242,177782960,0,"CB_1979_CA",1397108,"California","1979"
14715186,307,12350870,0,"CB_1979_CO",163140,"Colorado","1979"
12944890,65,10802700,0,"CB_1979_CT",97324,"Connecticut","1979"
7815938,17,6353506,0,"CB_1979_DC",65579,"District Of Columbia","1979"
3484080,18,2746869,0,"CB_1979_DE",24763,"Delaware","1979"
42185430,576,36166498,0,"CB_1979_FL",398874,"Florida","1979"
0,0,53000,0,"CB_1979_FM",0,"Federated States of Micronesia","1979"
22007377,439,17681430,0,"CB_1979_GA",245207,"Georgia","1979"
62489,1,52790,0,"CB_1979_GU",904,"Guam","1979"
4870687,9,4362970,0,"CB_1979_HI",45166,"Hawaii","1979"
19697408,651,17035794,0,"CB_1979_IA",204485,"Iowa","1979"
4609205,27,3904198,0,"CB_1979_ID",42650,"Idaho","1979"
132790311,1250,102860395,0,"CB_1979_IL",889611,"Illinois","1979"
30510757,404,25443803,0,"CB_1979_IN",289904,"Indiana","1979"
15289420,616,13164468,0,"CB_1979_KS",158454,"Kansas","1979"
17877257,342,15005148,0,"CB_1979_KY",188433,"Kentucky","1979"
21810824,262,18542796,0,"CB_1979_LA",232829,"Louisiana","1979"
32078938,143,24353181,0,"CB_1979_MA",194667,"Massachusetts","1979"
15489968,102,12989067,0,"CB_1979_MD",134384,"Maryland","1979"
3221582,41,2748345,0,"CB_1979_ME",27989,"Maine","1979"
50201468,371,41231946,0,"CB_1979_MI",425629,"Michigan","1979"
28411377,759,22926725,0,"CB_1979_MN",260221,"Minnesota","1979"
32485386,721,25841752,0,"CB_1979_MO",293590,"Missouri","1979"
10579931,182,9197555,0,"CB_1979_MS",105568,"Mississippi","1979"
4889735,162,4321141,0,"CB_1979_MT",57593,"Montana","1979"
23525687,82,18864629,0,"CB_1979_NC",190968,"North Carolina","1979"
4230149,172,3748823,0,"CB_1979_ND",48100,"North Dakota","1979"
10501266,454,8961558,0,"CB_1979_NE",125808,"Nebraska","1979"
3023158,78,2644843,0,"CB_1979_NH",26531,"New Hampshire","1979"
34307341,176,28968868,0,"CB_1979_NJ",272845,"New Jersey","1979"
5422351,86,4726819,0,"CB_1979_NM",49337,"New Mexico","1979"
3631507,9,3126858,0,"CB_1979_NV",46464,"Nevada","1979"
410911371,219,314720628,0,"CB_1979_NY",2045443,"New York","1979"
52887998,407,41721443,0,"CB_1979_OH",522154,"Ohio","1979"
19711282,489,16841473,0,"CB_1979_OK",216279,"Oklahoma","1979"
12338646,75,10103991,0,"CB_1979_OR",108395,"Oregon","1979"
5582573,13,4827049,0,"CB_1979_OT",40995,"Other Areas","1979"
84910397,367,67308785,0,"CB_1979_PA",659093,"Pennsylvania","1979"
5520084,12,4516259,0,"CB_1979_PR",40091,"Puerto Rico","1979"
