"BRANCHES","ID","STNAME","TOTAL","YEAR"
3,"CB_1948_TX","Texas",839,"1948"
4282,"CB_1948_US","United States",13418,"1948"
4283,"CB_1948_USA","United States & Other Areas",13419,"1948"
22,"CB_1948_UT","Utah",55,"1948"
96,"CB_1948_VA","Virginia",314,"1948"
1,"CB_1948_VI","Virgin Islands Of The U.S.",1,"1948"
11,"CB_1948_VT","Vermont",69,"1948"
124,"CB_1948_WA","Washington",119,"1948"
149,"CB_1948_WI","Wisconsin",542,"1948"
0,"CB_1948_WV","West Virginia",177,"1948"
0,"CB_1948_WY","Wyoming",55,"1948"
1,"CB_1947_AK","Alaska",3,"1947"
22,"CB_1947_AL","Alabama",219,"1947"
19,"CB_1947_AR","Arkansas",215,"1947"
0,"CB_1947_AS","American Samoa",0,"1947"
40,"CB_1947_AZ","Arizona",10,"1947"
895,"CB_1947_CA","California",189,"1947"
1,"CB_1947_CO","Colorado",138,"1947"
12,"CB_1947_CT","Connecticut",98,"1947"
38,"CB_1947_DC","District Of Columbia",19,"1947"
14,"CB_1947_DE","Delaware",38,"1947"
2,"CB_1947_FL","Florida",180,"1947"
0,"CB_1947_FM","Federated States of Micronesia",0,"1947"
29,"CB_1947_GA","Georgia",311,"1947"
0,"CB_1947_GU","Guam",0,"1947"
0,"CB_1947_HI","Hawaii",1,"1947"
155,"CB_1947_IA","Iowa",602,"1947"
45,"CB_1947_ID","Idaho",47,"1947"
3,"CB_1947_IL","Illinois",867,"1947"
88,"CB_1947_IN","Indiana",473,"1947"
0,"CB_1947_KS","Kansas",452,"1947"
36,"CB_1947_KY","Kentucky",362,"1947"
63,"CB_1947_LA","Louisiana",159,"1947"
151,"CB_1947_MA","Massachusetts",179,"1947"
100,"CB_1947_MD","Maryland",164,"1947"
61,"CB_1947_ME","Maine",54,"1947"
196,"CB_1947_MI","Michigan",419,"1947"
6,"CB_1947_MN","Minnesota",651,"1947"
0,"CB_1947_MO","Missouri",566,"1947"
55,"CB_1947_MS","Mississippi",202,"1947"
0,"CB_1947_MT","Montana",112,"1947"
168,"CB_1947_NC","North Carolina",223,"1947"
22,"CB_1947_ND","North Dakota",146,"1947"
2,"CB_1947_NE","Nebraska",360,"1947"
1,"CB_1947_NH","New Hampshire",57,"1947"
137,"CB_1947_NJ","New Jersey",339,"1947"
8,"CB_1947_NM","New Mexico",47,"1947"
18,"CB_1947_NV","Nevada",8,"1947"
715,"CB_1947_NY","New York",651,"1947"
189,"CB_1947_OH","Ohio",654,"1947"
1,"CB_1947_OK","Oklahoma",375,"1947"
81,"CB_1947_OR","Oregon",68,"1947"
1,"CB_1947_OT","Other Areas",1,"1947"
145,"CB_1947_PA","Pennsylvania",978,"1947"
0,"CB_1947_PR","Puerto Rico",0,"1947"
37,"CB_1947_RI","Rhode Island",14,"1947"
33,"CB_1947_SC","South Carolina",127,"1947"
47,"CB_1947_SD","South Dakota",170,"1947"
74,"CB_1947_TN","Tennessee",289,"1947"
4,"CB_1947_TX","Texas",828,"1947"
4095,"CB_1947_US","United States",13402,"1947"
4096,"CB_1947_USA","United States & Other Areas",13403,"1947"
15,"CB_1947_UT","Utah",60,"1947"
88,"CB_1947_VA","Virginia",314,"1947"
1,"CB_1947_VI","Virgin Islands Of The U.S.",1,"1947"
10,"CB_1947_VT","Vermont",69,"1947"
119,"CB_1947_WA","Washington",120,"1947"
149,"CB_1947_WI","Wisconsin",543,"1947"
0,"CB_1947_WV","West Virginia",177,"1947"
0,"CB_1947_WY","Wyoming",55,"1947"
1,"CB_1946_AK","Alaska",3,"1946"
23,"CB_1946_AL","Alabama",216,"1946"
20,"CB_1946_AR","Arkansas",213,"1946"
0,"CB_1946_AS","American Samoa",0,"1946"
35,"CB_1946_AZ","Arizona",10,"1946"
877,"CB_1946_CA","California",187,"1946"
1,"CB_1946_CO","Colorado",136,"1946"
10,"CB_1946_CT","Connecticut",97,"1946"
35,"CB_1946_DC","District Of Columbia",20,"1946"
14,"CB_1946_DE","Delaware",38,"1946"
2,"CB_1946_FL","Florida",176,"1946"
0,"CB_1946_FM","Federated States of Micronesia",0,"1946"
29,"CB_1946_GA","Georgia",304,"1946"
0,"CB_1946_GU","Guam",0,"1946"
0,"CB_1946_HI","Hawaii",1,"1946"
154,"CB_1946_IA","Iowa",596,"1946"
42,"CB_1946_ID","Idaho",45,"1946"
3,"CB_1946_IL","Illinois",856,"1946"
82,"CB_1946_IN","Indiana",474,"1946"
1,"CB_1946_KS","Kansas",452,"1946"
34,"CB_1946_KY","Kentucky",362,"1946"
62,"CB_1946_LA","Louisiana",154,"1946"
143,"CB_1946_MA","Massachusetts",183,"1946"
93,"CB_1946_MD","Maryland",167,"1946"
60,"CB_1946_ME","Maine",55,"1946"
187,"CB_1946_MI","Michigan",417,"1946"
6,"CB_1946_MN","Minnesota",646,"1946"
0,"CB_1946_MO","Missouri",565,"1946"
52,"CB_1946_MS","Mississippi",198,"1946"
0,"CB_1946_MT","Montana",110,"1946"
159,"CB_1946_NC","North Carolina",222,"1946"
23,"CB_1946_ND","North Dakota",145,"1946"
2,"CB_1946_NE","Nebraska",356,"1946"
1,"CB_1946_NH","New Hampshire",56,"1946"
134,"CB_1946_NJ","New Jersey",341,"1946"
6,"CB_1946_NM","New Mexico",44,"1946"
18,"CB_1946_NV","Nevada",8,"1946"
692,"CB_1946_NY","New York",659,"1946"
176,"CB_1946_OH","Ohio",659,"1946"
1,"CB_1946_OK","Oklahoma",374,"1946"
76,"CB_1946_OR","Oregon",67,"1946"
1,"CB_1946_OT","Other Areas",1,"1946"
122,"CB_1946_PA","Pennsylvania",998,"1946"
0,"CB_1946_PR","Puerto Rico",0,"1946"
35,"CB_1946_RI","Rhode Island",14,"1946"
30,"CB_1946_SC","South Carolina",126,"1946"
44,"CB_1946_SD","South Dakota",169,"1946"
68,"CB_1946_TN","Tennessee",289,"1946"
4,"CB_1946_TX","Texas",811,"1946"
3927,"CB_1946_US","United States",13358,"1946"
3928,"CB_1946_USA","United States & Other Areas",13359,"1946"
12,"CB_1946_UT","Utah",59,"1946"
86,"CB_1946_VA","Virginia",315,"1946"
1,"CB_1946_VI","Virgin Islands Of The U.S.",1,"1946"
9,"CB_1946_VT","Vermont",71,"1946"
118,"CB_1946_WA","Washington",119,"1946"
145,"CB_1946_WI","Wisconsin",545,"1946"
0,"CB_1946_WV","West Virginia",175,"1946"
0,"CB_1946_WY","Wyoming",55,"1946"
1,"CB_1945_AK","Alaska",3,"1945"
25,"CB_1945_AL","Alabama",212,"1945"
22,"CB_1945_AR","Arkansas",208,"1945"
0,"CB_1945_AS","American Samoa",0,"1945"
34,"CB_1945_AZ","Arizona",11,"1945"
887,"CB_1945_CA","California",188,"1945"
4,"CB_1945_CO","Colorado",133,"1945"
8,"CB_1945_CT","Connecticut",99,"1945"
34,"CB_1945_DC","District Of Columbia",21,"1945"
13,"CB_1945_DE","Delaware",39,"1945"
12,"CB_1945_FL","Florida",167,"1945"
0,"CB_1945_FM","Federated States of Micronesia",0,"1945"
31,"CB_1945_GA","Georgia",291,"1945"
0,"CB_1945_GU","Guam",0,"1945"
0,"CB_1945_HI","Hawaii",1,"1945"
150,"CB_1945_IA","Iowa",593,"1945"
40,"CB_1945_ID","Idaho",45,"1945"
5,"CB_1945_IL","Illinois",840,"1945"
78,"CB_1945_IN","Indiana",471,"1945"
3,"CB_1945_KS","Kansas",446,"1945"
35,"CB_1945_KY","Kentucky",363,"1945"
61,"CB_1945_LA","Louisiana",150,"1945"
137,"CB_1945_MA","Massachusetts",183,"1945"
89,"CB_1945_MD","Maryland",167,"1945"
59,"CB_1945_ME","Maine",55,"1945"
170,"CB_1945_MI","Michigan",415,"1945"
6,"CB_1945_MN","Minnesota",647,"1945"
5,"CB_1945_MO","Missouri",562,"1945"
51,"CB_1945_MS","Mississippi",197,"1945"
0,"CB_1945_MT","Montana",111,"1945"
148,"CB_1945_NC","North Carolina",224,"1945"
23,"CB_1945_ND","North Dakota",145,"1945"
2,"CB_1945_NE","Nebraska",356,"1945"
2,"CB_1945_NH","New Hampshire",57,"1945"
132,"CB_1945_NJ","New Jersey",343,"1945"
7,"CB_1945_NM","New Mexico",41,"1945"
17,"CB_1945_NV","Nevada",8,"1945"
668,"CB_1945_NY","New York",677,"1945"
175,"CB_1945_OH","Ohio",662,"1945"
4,"CB_1945_OK","Oklahoma",371,"1945"
73,"CB_1945_OR","Oregon",68,"1945"
1,"CB_1945_OT","Other Areas",1,"1945"
116,"CB_1945_PA","Pennsylvania",1008,"1945"
0,"CB_1945_PR","Puerto Rico",0,"1945"
35,"CB_1945_RI","Rhode Island",15,"1945"
30,"CB_1945_SC","South Carolina",120,"1945"
44,"CB_1945_SD","South Dakota",165,"1945"
61,"CB_1945_TN","Tennessee",287,"1945"
20,"CB_1945_TX","Texas",800,"1945"
3895,"CB_1945_US","United States",13301,"1945"
3896,"CB_1945_USA","United States & Other Areas",13302,"1945"
19,"CB_1945_UT","Utah",57,"1945"
89,"CB_1945_VA","Virginia",313,"1945"
1,"CB_1945_VI","Virgin Islands Of The U.S.",1,"1945"
9,"CB_1945_VT","Vermont",71,"1945"
114,"CB_1945_WA","Washington",119,"1945"
146,"CB_1945_WI","Wisconsin",546,"1945"
1,"CB_1945_WV","West Virginia",174,"1945"
0,"CB_1945_WY","Wyoming",56,"1945"
1,"CB_1944_AK","Alaska",3,"1944"
28,"CB_1944_AL","Alabama",213,"1944"
21,"CB_1944_AR","Arkansas",206,"1944"
0,"CB_1944_AS","American Samoa",0,"1944"
35,"CB_1944_AZ","Arizona",12,"1944"
880,"CB_1944_CA","California",186,"1944"
4,"CB_1944_CO","Colorado",134,"1944"
11,"CB_1944_CT","Connecticut",99,"1944"
34,"CB_1944_DC","District Of Columbia",21,"1944"
13,"CB_1944_DE","Delaware",39,"1944"
18,"CB_1944_FL","Florida",165,"1944"
0,"CB_1944_FM","Federated States of Micronesia",0,"1944"
41,"CB_1944_GA","Georgia",276,"1944"
0,"CB_1944_GU","Guam",0,"1944"
0,"CB_1944_HI","Hawaii",1,"1944"
152,"CB_1944_IA","Iowa",586,"1944"
43,"CB_1944_ID","Idaho",45,"1944"
6,"CB_1944_IL","Illinois",822,"1944"
75,"CB_1944_IN","Indiana",472,"1944"
6,"CB_1944_KS","Kansas",449,"1944"
35,"CB_1944_KY","Kentucky",363,"1944"
63,"CB_1944_LA","Louisiana",148,"1944"
124,"CB_1944_MA","Massachusetts",188,"1944"
84,"CB_1944_MD","Maryland",171,"1944"
56,"CB_1944_ME","Maine",57,"1944"
171,"CB_1944_MI","Michigan",411,"1944"
6,"CB_1944_MN","Minnesota",644,"1944"
5,"CB_1944_MO","Missouri",563,"1944"
55,"CB_1944_MS","Mississippi",197,"1944"
0,"CB_1944_MT","Montana",111,"1944"
147,"CB_1944_NC","North Carolina",222,"1944"
23,"CB_1944_ND","North Dakota",147,"1944"
5,"CB_1944_NE","Nebraska",354,"1944"
1,"CB_1944_NH","New Hampshire",57,"1944"
129,"CB_1944_NJ","New Jersey",345,"1944"
8,"CB_1944_NM","New Mexico",41,"1944"
17,"CB_1944_NV","Nevada",9,"1944"
658,"CB_1944_NY","New York",684,"1944"
171,"CB_1944_OH","Ohio",663,"1944"
6,"CB_1944_OK","Oklahoma",373,"1944"
72,"CB_1944_OR","Oregon",66,"1944"
1,"CB_1944_OT","Other Areas",1,"1944"
107,"CB_1944_PA","Pennsylvania",1015,"1944"
0,"CB_1944_PR","Puerto Rico",0,"1944"
35,"CB_1944_RI","Rhode Island",16,"1944"
33,"CB_1944_SC","South Carolina",120,"1944"
45,"CB_1944_SD","South Dakota",163,"1944"
59,"CB_1944_TN","Tennessee",285,"1944"
27,"CB_1944_TX","Texas",788,"1944"
3874,"CB_1944_US","United States",13267,"1944"
3875,"CB_1944_USA","United States & Other Areas",13268,"1944"
20,"CB_1944_UT","Utah",57,"1944"
89,"CB_1944_VA","Virginia",312,"1944"
1,"CB_1944_VI","Virgin Islands Of The U.S.",1,"1944"
9,"CB_1944_VT","Vermont",71,"1944"
103,"CB_1944_WA","Washington",123,"1944"
142,"CB_1944_WI","Wisconsin",545,"1944"
0,"CB_1944_WV","West Virginia",173,"1944"
1,"CB_1944_WY","Wyoming",56,"1944"
0,"CB_1943_AK","Alaska",2,"1943"
27,"CB_1943_AL","Alabama",211,"1943"
21,"CB_1943_AR","Arkansas",204,"1943"
0,"CB_1943_AS","American Samoa",0,"1943"
30,"CB_1943_AZ","Arizona",12,"1943"
863,"CB_1943_CA","California",188,"1943"
5,"CB_1943_CO","Colorado",134,"1943"
9,"CB_1943_CT","Connecticut",99,"1943"
33,"CB_1943_DC","District Of Columbia",22,"1943"
12,"CB_1943_DE","Delaware",40,"1943"
13,"CB_1943_FL","Florida",166,"1943"
0,"CB_1943_FM","Federated States of Micronesia",0,"1943"
36,"CB_1943_GA","Georgia",275,"1943"
0,"CB_1943_GU","Guam",0,"1943"
0,"CB_1943_HI","Hawaii",1,"1943"
151,"CB_1943_IA","Iowa",588,"1943"
42,"CB_1943_ID","Idaho",46,"1943"
3,"CB_1943_IL","Illinois",817,"1943"
70,"CB_1943_IN","Indiana",473,"1943"
2,"CB_1943_KS","Kansas",451,"1943"
35,"CB_1943_KY","Kentucky",365,"1943"
64,"CB_1943_LA","Louisiana",146,"1943"
123,"CB_1943_MA","Massachusetts",189,"1943"
83,"CB_1943_MD","Maryland",172,"1943"
55,"CB_1943_ME","Maine",57,"1943"
167,"CB_1943_MI","Michigan",414,"1943"
6,"CB_1943_MN","Minnesota",637,"1943"
4,"CB_1943_MO","Missouri",564,"1943"
50,"CB_1943_MS","Mississippi",196,"1943"
0,"CB_1943_MT","Montana",110,"1943"
145,"CB_1943_NC","North Carolina",219,"1943"
21,"CB_1943_ND","North Dakota",147,"1943"
3,"CB_1943_NE","Nebraska",350,"1943"
1,"CB_1943_NH","New Hampshire",57,"1943"
125,"CB_1943_NJ","New Jersey",347,"1943"
6,"CB_1943_NM","New Mexico",41,"1943"
15,"CB_1943_NV","Nevada",10,"1943"
646,"CB_1943_NY","New York",694,"1943"
170,"CB_1943_OH","Ohio",663,"1943"
5,"CB_1943_OK","Oklahoma",374,"1943"
73,"CB_1943_OR","Oregon",67,"1943"
1,"CB_1943_OT","Other Areas",1,"1943"
103,"CB_1943_PA","Pennsylvania",1017,"1943"
0,"CB_1943_PR","Puerto Rico",0,"1943"
27,"CB_1943_RI","Rhode Island",15,"1943"
30,"CB_1943_SC","South Carolina",117,"1943"
46,"CB_1943_SD","South Dakota",161,"1943"
54,"CB_1943_TN","Tennessee",285,"1943"
23,"CB_1943_TX","Texas",785,"1943"
3743,"CB_1943_US","United States",13273,"1943"
3744,"CB_1943_USA","United States & Other Areas",13274,"1943"
21,"CB_1943_UT","Utah",57,"1943"
87,"CB_1943_VA","Virginia",313,"1943"
1,"CB_1943_VI","Virgin Islands Of The U.S.",1,"1943"
8,"CB_1943_VT","Vermont",71,"1943"
94,"CB_1943_WA","Washington",125,"1943"
136,"CB_1943_WI","Wisconsin",548,"1943"
0,"CB_1943_WV","West Virginia",175,"1943"
0,"CB_1943_WY","Wyoming",56,"1943"
0,"CB_1942_AK","Alaska",2,"1942"
22,"CB_1942_AL","Alabama",211,"1942"
16,"CB_1942_AR","Arkansas",207,"1942"
0,"CB_1942_AS","American Samoa",0,"1942"
27,"CB_1942_AZ","Arizona",12,"1942"
831,"CB_1942_CA","California",191,"1942"
0,"CB_1942_CO","Colorado",135,"1942"
8,"CB_1942_CT","Connecticut",100,"1942"
30,"CB_1942_DC","District Of Columbia",22,"1942"
11,"CB_1942_DE","Delaware",41,"1942"
2,"CB_1942_FL","Florida",164,"1942"
0,"CB_1942_FM","Federated States of Micronesia",0,"1942"
30,"CB_1942_GA","Georgia",274,"1942"
0,"CB_1942_GU","Guam",0,"1942"
0,"CB_1942_HI","Hawaii",1,"1942"
153,"CB_1942_IA","Iowa",587,"1942"
39,"CB_1942_ID","Idaho",45,"1942"
0,"CB_1942_IL","Illinois",815,"1942"
68,"CB_1942_IN","Indiana",473,"1942"
0,"CB_1942_KS","Kansas",456,"1942"
32,"CB_1942_KY","Kentucky",371,"1942"
56,"CB_1942_LA","Louisiana",143,"1942"
121,"CB_1942_MA","Massachusetts",190,"1942"
81,"CB_1942_MD","Maryland",172,"1942"
55,"CB_1942_ME","Maine",57,"1942"
164,"CB_1942_MI","Michigan",418,"1942"
6,"CB_1942_MN","Minnesota",639,"1942"
0,"CB_1942_MO","Missouri",569,"1942"
47,"CB_1942_MS","Mississippi",197,"1942"
0,"CB_1942_MT","Montana",110,"1942"
136,"CB_1942_NC","North Carolina",219,"1942"
22,"CB_1942_ND","North Dakota",149,"1942"
2,"CB_1942_NE","Nebraska",357,"1942"
1,"CB_1942_NH","New Hampshire",56,"1942"
122,"CB_1942_NJ","New Jersey",347,"1942"
6,"CB_1942_NM","New Mexico",41,"1942"
11,"CB_1942_NV","Nevada",11,"1942"
641,"CB_1942_NY","New York",704,"1942"
169,"CB_1942_OH","Ohio",666,"1942"
3,"CB_1942_OK","Oklahoma",379,"1942"
70,"CB_1942_OR","Oregon",68,"1942"
2,"CB_1942_OT","Other Areas",1,"1942"
101,"CB_1942_PA","Pennsylvania",1033,"1942"
0,"CB_1942_PR","Puerto Rico",0,"1942"
28,"CB_1942_RI","Rhode Island",16,"1942"
26,"CB_1942_SC","South Carolina",115,"1942"
43,"CB_1942_SD","South Dakota",161,"1942"
52,"CB_1942_TN","Tennessee",286,"1942"
1,"CB_1942_TX","Texas",783,"1942"
3553,"CB_1942_US","United States",13346,"1942"
3555,"CB_1942_USA","United States & Other Areas",13347,"1942"
12,"CB_1942_UT","Utah",59,"1942"
77,"CB_1942_VA","Virginia",315,"1942"
2,"CB_1942_VI","Virgin Islands Of The U.S.",1,"1942"
9,"CB_1942_VT","Vermont",72,"1942"
87,"CB_1942_WA","Washington",127,"1942"
135,"CB_1942_WI","Wisconsin",549,"1942"
0,"CB_1942_WV","West Virginia",175,"1942"
0,"CB_1942_WY","Wyoming",56,"1942"
0,"CB_1941_AK","Alaska",2,"1941"
20,"CB_1941_AL","Alabama",211,"1941"
15,"CB_1941_AR","Arkansas",208,"1941"
0,"CB_1941_AS","American Samoa",0,"1941"
26,"CB_1941_AZ","Arizona",12,"1941"
846,"CB_1941_CA","California",193,"1941"
0,"CB_1941_CO","Colorado",137,"1941"
8,"CB_1941_CT","Connecticut",100,"1941"
30,"CB_1941_DC","District Of Columbia",22,"1941"
13,"CB_1941_DE","Delaware",41,"1941"
1,"CB_1941_FL","Florida",165,"1941"
0,"CB_1941_FM","Federated States of Micronesia",0,"1941"
24,"CB_1941_GA","Georgia",272,"1941"
0,"CB_1941_GU","Guam",0,"1941"
1,"CB_1941_HI","Hawaii",1,"1941"
151,"CB_1941_IA","Iowa",589,"1941"
37,"CB_1941_ID","Idaho",49,"1941"
0,"CB_1941_IL","Illinois",816,"1941"
67,"CB_1941_IN","Indiana",473,"1941"
0,"CB_1941_KS","Kansas",455,"1941"
29,"CB_1941_KY","Kentucky",372,"1941"
55,"CB_1941_LA","Louisiana",145,"1941"
118,"CB_1941_MA","Massachusetts",190,"1941"
79,"CB_1941_MD","Maryland",172,"1941"
54,"CB_1941_ME","Maine",57,"1941"
161,"CB_1941_MI","Michigan",421,"1941"
6,"CB_1941_MN","Minnesota",643,"1941"
0,"CB_1941_MO","Missouri",576,"1941"
44,"CB_1941_MS","Mississippi",201,"1941"
0,"CB_1941_MT","Montana",112,"1941"
129,"CB_1941_NC","North Carolina",220,"1941"
23,"CB_1941_ND","North Dakota",150,"1941"
2,"CB_1941_NE","Nebraska",361,"1941"
1,"CB_1941_NH","New Hampshire",56,"1941"
120,"CB_1941_NJ","New Jersey",349,"1941"
7,"CB_1941_NM","New Mexico",41,"1941"
11,"CB_1941_NV","Nevada",11,"1941"
646,"CB_1941_NY","New York",708,"1941"
169,"CB_1941_OH","Ohio",673,"1941"
0,"CB_1941_OK","Oklahoma",381,"1941"
69,"CB_1941_OR","Oregon",69,"1941"
2,"CB_1941_OT","Other Areas",1,"1941"
95,"CB_1941_PA","Pennsylvania",1048,"1941"
0,"CB_1941_PR","Puerto Rico",0,"1941"
28,"CB_1941_RI","Rhode Island",16,"1941"
24,"CB_1941_SC","South Carolina",114,"1941"
42,"CB_1941_SD","South Dakota",161,"1941"
52,"CB_1941_TN","Tennessee",288,"1941"
0,"CB_1941_TX","Texas",785,"1941"
3515,"CB_1941_US","United States",13429,"1941"
3517,"CB_1941_USA","United States & Other Areas",13430,"1941"
12,"CB_1941_UT","Utah",60,"1941"
70,"CB_1941_VA","Virginia",314,"1941"
2,"CB_1941_VI","Virgin Islands Of The U.S.",1,"1941"
9,"CB_1941_VT","Vermont",72,"1941"
88,"CB_1941_WA","Washington",131,"1941"
133,"CB_1941_WI","Wisconsin",553,"1941"
0,"CB_1941_WV","West Virginia",175,"1941"
0,"CB_1941_WY","Wyoming",58,"1941"
0,"CB_1940_AK","Alaska",2,"1940"
20,"CB_1940_AL","Alabama",209,"1940"
15,"CB_1940_AR","Arkansas",207,"1940"
0,"CB_1940_AS","American Samoa",0,"1940"
26,"CB_1940_AZ","Arizona",12,"1940"
845,"CB_1940_CA","California",198,"1940"
0,"CB_1940_CO","Colorado",139,"1940"
8,"CB_1940_CT","Connecticut",100,"1940"
30,"CB_1940_DC","District Of Columbia",22,"1940"
14,"CB_1940_DE","Delaware",42,"1940"
1,"CB_1940_FL","Florida",164,"1940"
0,"CB_1940_FM","Federated States of Micronesia",0,"1940"
24,"CB_1940_GA","Georgia",266,"1940"
0,"CB_1940_GU","Guam",0,"1940"
2,"CB_1940_HI","Hawaii",1,"1940"
147,"CB_1940_IA","Iowa",586,"1940"
37,"CB_1940_ID","Idaho",49,"1940"
0,"CB_1940_IL","Illinois",824,"1940"
66,"CB_1940_IN","Indiana",475,"1940"
0,"CB_1940_KS","Kansas",449,"1940"
29,"CB_1940_KY","Kentucky",371,"1940"
54,"CB_1940_LA","Louisiana",144,"1940"
115,"CB_1940_MA","Massachusetts",192,"1940"
80,"CB_1940_MD","Maryland",172,"1940"
53,"CB_1940_ME","Maine",59,"1940"
158,"CB_1940_MI","Michigan",421,"1940"
6,"CB_1940_MN","Minnesota",644,"1940"
0,"CB_1940_MO","Missouri",581,"1940"
43,"CB_1940_MS","Mississippi",196,"1940"
0,"CB_1940_MT","Montana",111,"1940"
125,"CB_1940_NC","North Carolina",220,"1940"
21,"CB_1940_ND","North Dakota",150,"1940"
2,"CB_1940_NE","Nebraska",360,"1940"
1,"CB_1940_NH","New Hampshire",56,"1940"
118,"CB_1940_NJ","New Jersey",352,"1940"
7,"CB_1940_NM","New Mexico",40,"1940"
11,"CB_1940_NV","Nevada",11,"1940"
644,"CB_1940_NY","New York",719,"1940"
173,"CB_1940_OH","Ohio",674,"1940"
0,"CB_1940_OK","Oklahoma",380,"1940"
68,"CB_1940_OR","Oregon",69,"1940"
1,"CB_1940_OT","Other Areas",1,"1940"
93,"CB_1940_PA","Pennsylvania",1052,"1940"
0,"CB_1940_PR","Puerto Rico",0,"1940"
28,"CB_1940_RI","Rhode Island",16,"1940"
22,"CB_1940_SC","South Carolina",113,"1940"
38,"CB_1940_SD","South Dakota",163,"1940"
51,"CB_1940_TN","Tennessee",288,"1940"
0,"CB_1940_TX","Texas",781,"1940"
3488,"CB_1940_US","United States",13441,"1940"
3489,"CB_1940_USA","United States & Other Areas",13442,"1940"
12,"CB_1940_UT","Utah",60,"1940"
72,"CB_1940_VA","Virginia",312,"1940"
1,"CB_1940_VI","Virgin Islands Of The U.S.",1,"1940"
12,"CB_1940_VT","Vermont",73,"1940"
87,"CB_1940_WA","Washington",130,"1940"
129,"CB_1940_WI","Wisconsin",555,"1940"
1,"CB_1940_WV","West Virginia",173,"1940"
0,"CB_1940_WY","Wyoming",58,"1940"
0,"CB_1939_AK","Alaska",2,"1939"
20,"CB_1939_AL","Alabama",209,"1939"
15,"CB_1939_AR","Arkansas",208,"1939"
0,"CB_1939_AS","American Samoa",0,"1939"
26,"CB_1939_AZ","Arizona",12,"1939"
849,"CB_1939_CA","California",200,"1939"
0,"CB_1939_CO","Colorado",137,"1939"
7,"CB_1939_CT","Connecticut",102,"1939"
30,"CB_1939_DC","District Of Columbia",22,"1939"
13,"CB_1939_DE","Delaware",42,"1939"
0,"CB_1939_FL","Florida",162,"1939"
0,"CB_1939_FM","Federated States of Micronesia",0,"1939"
24,"CB_1939_GA","Georgia",267,"1939"
0,"CB_1939_GU","Guam",0,"1939"
2,"CB_1939_HI","Hawaii",1,"1939"
149,"CB_1939_IA","Iowa",584,"1939"
32,"CB_1939_ID","Idaho",49,"1939"
0,"CB_1939_IL","Illinois",831,"1939"
64,"CB_1939_IN","Indiana",476,"1939"
0,"CB_1939_KS","Kansas",453,"1939"
28,"CB_1939_KY","Kentucky",374,"1939"
53,"CB_1939_LA","Louisiana",144,"1939"
116,"CB_1939_MA","Massachusetts",192,"1939"
78,"CB_1939_MD","Maryland",174,"1939"
52,"CB_1939_ME","Maine",60,"1939"
159,"CB_1939_MI","Michigan",429,"1939"
6,"CB_1939_MN","Minnesota",647,"1939"
0,"CB_1939_MO","Missouri",587,"1939"
42,"CB_1939_MS","Mississippi",194,"1939"
0,"CB_1939_MT","Montana",111,"1939"
124,"CB_1939_NC","North Carolina",220,"1939"
20,"CB_1939_ND","North Dakota",157,"1939"
2,"CB_1939_NE","Nebraska",364,"1939"
1,"CB_1939_NH","New Hampshire",56,"1939"
115,"CB_1939_NJ","New Jersey",356,"1939"
6,"CB_1939_NM","New Mexico",40,"1939"
11,"CB_1939_NV","Nevada",11,"1939"
640,"CB_1939_NY","New York",734,"1939"
169,"CB_1939_OH","Ohio",682,"1939"
0,"CB_1939_OK","Oklahoma",381,"1939"
67,"CB_1939_OR","Oregon",71,"1939"
1,"CB_1939_OT","Other Areas",1,"1939"
98,"CB_1939_PA","Pennsylvania",1062,"1939"
0,"CB_1939_PR","Puerto Rico",0,"1939"
28,"CB_1939_RI","Rhode Island",16,"1939"
22,"CB_1939_SC","South Carolina",112,"1939"
32,"CB_1939_SD","South Dakota",164,"1939"
49,"CB_1939_TN","Tennessee",291,"1939"
0,"CB_1939_TX","Texas",779,"1939"
3455,"CB_1939_US","United States",13537,"1939"
3456,"CB_1939_USA","United States & Other Areas",13538,"1939"
12,"CB_1939_UT","Utah",59,"1939"
72,"CB_1939_VA","Virginia",313,"1939"
1,"CB_1939_VI","Virgin Islands Of The U.S.",1,"1939"
12,"CB_1939_VT","Vermont",75,"1939"
84,"CB_1939_WA","Washington",134,"1939"
125,"CB_1939_WI","Wisconsin",560,"1939"
1,"CB_1939_WV","West Virginia",173,"1939"
0,"CB_1939_WY","Wyoming",58,"1939"
0,"CB_1938_AK","Alaska",2,"1938"
21,"CB_1938_AL","Alabama",208,"1938"
15,"CB_1938_AR","Arkansas",209,"1938"
0,"CB_1938_AS","American Samoa",0,"1938"
26,"CB_1938_AZ","Arizona",12,"1938"
850,"CB_1938_CA","California",203,"1938"
0,"CB_1938_CO","Colorado",136,"1938"
7,"CB_1938_CT","Connecticut",103,"1938"
30,"CB_1938_DC","District Of Columbia",22,"1938"
13,"CB_1938_DE","Delaware",44,"1938"
0,"CB_1938_FL","Florida",161,"1938"
0,"CB_1938_FM","Federated States of Micronesia",0,"1938"
24,"CB_1938_GA","Georgia",263,"1938"
0,"CB_1938_GU","Guam",0,"1938"
2,"CB_1938_HI","Hawaii",1,"1938"
145,"CB_1938_IA","Iowa",584,"1938"
31,"CB_1938_ID","Idaho",50,"1938"
0,"CB_1938_IL","Illinois",839,"1938"
59,"CB_1938_IN","Indiana",481,"1938"
0,"CB_1938_KS","Kansas",456,"1938"
